symbol,name,pivot_forming,pivot_days,pivot_range_pct,tight_closes,pivot_high,in_base,base_type,resistance,distance_pct,buy_point_date,volume_at_pivot,trend_template_score,rs_ratio,quality_score,buyable
VICR,,True,3,7.49,False,205.92,False,,,,,above,8,3.63,2.55,False
TNK,,True,3,7.5,False,78.68,False,,,,,above,8,1.51,2.5,False
LIND,,True,5,7.72,False,20.98,False,,,,,above,8,1.25,1.4,False
KGS,,True,3,7.75,False,55.49,False,,,,,above,8,1.46,1.25,False
IDCC,,True,4,7.77,False,382.43,False,,,,,above,8,1.27,1.15,False
CMBT,,True,6,7.8,False,14.93,False,,,,,above,8,1.67,1.0,False
SDRL,,True,4,7.96,False,45.63,False,,,,,above,8,1.3,0.2,False
XPRO,,True,3,7.96,False,18.09,False,,,,,above,8,1.34,0.2,False
AXTI,,False,,,False,,False,,,,,,8,12.21,0.0,False
ABVX,,False,,,False,,False,,,,,,7,1.4,0.0,False
AAOI,,False,,,False,,False,,,,,,8,3.11,0.0,False
ALM,,False,,,False,,False,,,,,,8,3.88,0.0,False
AG,,False,,,False,,False,,,,,,8,3.36,0.0,False
BE,,False,,,False,,False,,,,,,8,2.67,0.0,False
IXHL,,False,,,False,,False,,,,,,2,0.22,0.0,False
GLTO,,False,,,False,,False,,,,,,8,8.64,0.0,False
KOD,,False,,,False,,False,,,,,,8,2.81,0.0,False
ERAS,,False,,,False,,False,,,,,,8,8.18,0.0,False
HYMC,,False,,,False,,False,,,,,,8,11.17,0.0,False
LITE,,False,,,False,,False,,,,,,8,4.86,0.0,False
PL,,False,,,False,,False,,,,,,8,3.15,0.0,False
PVLA,,False,,,False,,False,,,,,,8,2.48,0.0,False
SFHG,,False,,,False,,False,,,,,,2,0.76,0.0,False
SNDK,,False,,,False,,False,,,,,,8,11.75,0.0,False
AUGO,,False,,,False,,False,,,,,,,,0.0,False
SNSE,,False,,,False,,False,,,,,,8,3.43,0.0,False
AEHR,,False,,,False,,False,,,,,,8,1.3,0.0,False
WDC,,False,,,False,,False,,,,,,8,3.21,0.0,False
CDE,,False,,,False,,False,,,,,,8,2.03,0.0,False
CGAU,,False,,,False,,False,,,,,,8,2.53,0.0,False
BVN,,False,,,False,,False,,,,,,8,2.18,0.0,False
COHR,,False,,,False,,False,,,,,,8,2.56,0.0,False
CIEN,,False,,,False,,False,,,,,,8,3.35,0.0,False
DBVT,,False,,,False,,False,,,,,,8,2.08,0.0,False
EXK,,False,,,False,,False,,,,,,8,2.22,0.0,False
FBRX,,False,,,False,,False,,,,,,8,2.53,0.0,False
FET,,False,,,False,,False,,,,,,8,2.12,0.0,False
FORM,,False,,,False,,False,,,,,,8,3.15,0.0,False
GLSI,,False,,,False,,False,,,,,,8,2.28,0.0,False
ICHR,,False,,,False,,False,,,,,,8,2.54,0.0,False
KORE,,False,,,False,,False,,,,,,8,3.37,0.0,False
LASR,,False,,,False,,False,,,,,,8,1.77,0.0,False
MUX,,False,,,False,,False,,,,,,8,2.42,0.0,False
NG,,False,,,False,,False,,,,,,8,1.94,0.0,False
MU,,False,,,False,,False,,,,,,8,3.18,0.0,False
NGD,,False,,,False,,False,,,,,,8,2.22,0.0,False
SATS,,False,,,False,,False,,,,,,8,1.91,0.0,False
SBSW,,False,,,False,,False,,,,,,8,2.29,0.0,False
SEPN,,False,,,False,,False,,,,,,8,2.22,0.0,False
SKYT,,False,,,False,,False,,,,,,8,2.25,0.0,False
SIF,,False,,,False,,False,,,,,,8,1.96,0.0,False
SVM,,False,,,False,,False,,,,,,8,2.82,0.0,False
TTMI,,False,,,False,,False,,,,,,8,2.09,0.0,False
TER,,False,,,False,,False,,,,,,8,2.56,0.0,False
TYRA,,False,,,False,,False,,,,,,8,2.53,0.0,False
UCTT,,False,,,False,,False,,,,,,8,2.3,0.0,False
UUUU,,False,,,False,,False,,,,,,8,1.72,0.0,False
VSAT,,False,,,False,,False,,,,,,8,1.32,0.0,False
WULF,,False,,,False,,False,,,,,,8,1.62,0.0,False
AMLX,,False,,,False,,False,,,,,,8,1.51,0.0,False
AVTX,,False,,,False,,False,,,,,,8,1.76,0.0,False
ATRO,,False,,,False,,False,,,,,,8,2.0,0.0,False
BELFB,,False,,,False,,False,,,,,,8,1.59,0.0,False
CTNM,,False,,,False,,False,,,,,,8,1.44,0.0,False
ELVR,,False,,,False,,False,,,,,,,,0.0,False
CENX,,False,,,False,,False,,,,,,8,2.17,0.0,False
DRD,,False,,,False,,False,,,,,,8,2.05,0.0,False
EFXT,,False,,,False,,False,,,,,,8,2.09,0.0,False
FIGS,,False,,,False,,False,,,,,,8,2.03,0.0,False
FEIM,,False,,,False,,False,,,,,,7,1.44,0.0,False
FIX,,False,,,False,,False,,,,,,8,1.84,0.0,False
GLW,,False,,,False,,False,,,,,,8,2.07,0.0,False
IDR,,False,,,False,,False,,,,,,8,1.45,0.0,False
KLRS,,False,,,False,,False,,,,,,8,2.76,0.0,False
FSLY,,False,,,False,,False,,,,,,8,2.33,0.0,False
HUT,,False,,,False,,False,,,,,,7,1.89,0.0,False
LRCX,,False,,,False,,False,,,,,,8,2.12,0.0,False
KYMR,,False,,,False,,False,,,,,,8,2.06,0.0,False
MKSI,,False,,,False,,False,,,,,,8,2.14,0.0,False
OIS,,False,,,False,,False,,,,,,8,2.21,0.0,False
NEXA,,False,,,False,,False,,,,,,8,2.63,0.0,False
PACS,,False,,,False,,False,,,,,,7,2.96,0.0,False
POWL,,False,,,False,,False,,,,,,8,1.82,0.0,False
PPTA,,False,,,False,,False,,,,,,8,1.88,0.0,False
RLAY,,False,,,False,,False,,,,,,8,2.62,0.0,False
SLSR,,False,,,False,,False,,,,,,8,1.84,0.0,False
SIFY,,False,,,False,,False,,,,,,8,1.56,0.0,False
SRZN,,False,,,False,,False,,,,,,8,2.24,0.0,False
AGCC,,False,,,False,,False,,,,,,,,0.0,False
VIAV,,False,,,False,,False,,,,,,8,2.48,0.0,False
AMKR,,False,,,False,,False,,,,,,8,1.83,0.0,False
ALB,,False,,,False,,False,,,,,,8,2.0,0.0,False
CNL,,False,,,False,,False,,,,,,8,1.51,0.0,False
DNTH,,False,,,False,,False,,,,,,8,2.09,0.0,False
ERO,,False,,,False,,False,,,,,,8,2.29,0.0,False
CYD,,False,,,False,,False,,,,,,8,1.43,0.0,False
FTAI,,False,,,False,,False,,,,,,8,1.85,0.0,False
GSAT,,False,,,False,,False,,,,,,8,2.04,0.0,False
INDV,,False,,,False,,False,,,,,,7,1.29,0.0,False
MOD,,False,,,False,,False,,,,,,8,1.5,0.0,False
ORLA,,False,,,False,,False,,,,,,8,1.89,0.0,False
NAT,,False,,,False,,False,,,,,,8,1.79,0.0,False
RFIL,,False,,,False,,False,,,,,,8,1.47,0.0,False
RVMD,,False,,,False,,False,,,,,,8,2.5,0.0,False
SSRM,,False,,,False,,False,,,,,,8,1.65,0.0,False
STRO,,False,,,False,,False,,,,,,8,2.14,0.0,False
STRL,,False,,,False,,False,,,,,,8,1.38,0.0,False
TSEM,,False,,,False,,False,,,,,,7,1.93,0.0,False
VRT,,False,,,False,,False,,,,,,8,1.79,0.0,False
AGI,,False,,,False,,False,,,,,,8,1.72,0.0,False
BDSX,,False,,,False,,False,,,,,,8,1.62,0.0,False
BWAY,,False,,,False,,False,,,,,,8,1.42,0.0,False
CAMP,,False,,,False,,False,,,,,,6,2.85,0.0,False
CGON,,False,,,False,,False,,,,,,8,2.07,0.0,False
CTGO,,False,,,False,,False,,,,,,8,1.34,0.0,False
ECG,,False,,,False,,False,,,,,,8,1.42,0.0,False
FN,,False,,,False,,False,,,,,,8,1.45,0.0,False
GCT,,False,,,False,,False,,,,,,8,1.6,0.0,False
HOOZ,,False,,,False,,False,,,,,,,,0.0,False
KSLV,,False,,,False,,False,,,,,,,,0.0,False
INSW,,False,,,False,,False,,,,,,8,1.62,0.0,False
IPGP,,False,,,False,,False,,,,,,8,1.46,0.0,False
LYEL,,False,,,False,,False,,,,,,6,2.03,0.0,False
PARK,,False,,,False,,False,,,,,,,,0.0,False
ONTO,,False,,,False,,False,,,,,,8,1.86,0.0,False
NVRI,,False,,,False,,False,,,,,,8,1.61,0.0,False
PLAB,,False,,,False,,False,,,,,,8,1.49,0.0,False
RLYB,,False,,,False,,False,,,,,,8,1.58,0.0,False
SGML,,False,,,False,,False,,,,,,8,2.09,0.0,False
SITM,,False,,,False,,False,,,,,,8,1.54,0.0,False
SIMO,,False,,,False,,False,,,,,,8,1.48,0.0,False
XOMX,,False,,,False,,False,,,,,,,,0.0,False
TEN,,False,,,False,,False,,,,,,8,1.52,0.0,False
TIGO,,False,,,False,,False,,,,,,8,1.49,0.0,False
UEC,,False,,,False,,False,,,,,,7,1.38,0.0,False
USAU,,False,,,False,,False,,,,,,8,1.56,0.0,False
VOXR,,False,,,False,,False,,,,,,8,1.74,0.0,False
WHWK,,False,,,False,,False,,,,,,8,1.87,0.0,False
AIP,,False,,,False,,False,,,,,,8,1.63,0.0,False
CGEM,,False,,,False,,False,,,,,,8,1.92,0.0,False
CMCL,,False,,,False,,False,,,,,,8,1.2,0.0,False
CODA,,False,,,False,,False,,,,,,8,1.59,0.0,False
DHT,,False,,,False,,False,,,,,,8,1.6,0.0,False
ENTG,,False,,,False,,False,,,,,,8,1.49,0.0,False
ESTA,,False,,,False,,False,,,,,,8,1.81,0.0,False
LGN,,False,,,False,,False,,,,,,,,0.0,False
IESC,,False,,,False,,False,,,,,,8,1.29,0.0,False
NVMI,,False,,,False,,False,,,,,,8,1.49,0.0,False
MTZ,,False,,,False,,False,,,,,,8,1.52,0.0,False
MOG.A,,False,,,False,,False,,,,,,,,0.0,False
SOLS,,False,,,False,,False,,,,,,,,0.0,False
PPIH,,False,,,False,,False,,,,,,7,0.98,0.0,False
PUMP,,False,,,False,,False,,,,,,8,2.27,0.0,False
PAHC,,False,,,False,,False,,,,,,8,1.34,0.0,False
RILYZ,,False,,,False,,False,,,,,,8,1.22,0.0,False
RAIL,,False,,,False,,False,,,,,,8,1.47,0.0,False
STNG,,False,,,False,,False,,,,,,8,1.49,0.0,False
TXG,,False,,,False,,False,,,,,,8,1.52,0.0,False
THR,,False,,,False,,False,,,,,,8,1.8,0.0,False
APGE,,False,,,False,,False,,,,,,7,1.8,0.0,False
BTSG,,False,,,False,,False,,,,,,8,1.64,0.0,False
CLMT,,False,,,False,,False,,,,,,8,1.55,0.0,False
VISN,,False,,,False,,False,,,,,,7,1.04,0.0,False
CLS,,False,,,False,,False,,,,,,7,1.23,0.0,False
YOU,,False,,,False,,False,,,,,,8,1.25,0.0,False
DCO,,False,,,False,,False,,,,,,8,1.27,0.0,False
ECPG,,False,,,False,,False,,,,,,8,1.55,0.0,False
ENTA,,False,,,False,,False,,,,,,8,1.55,0.0,False
ESOA,,False,,,False,,False,,,,,,8,1.44,0.0,False
INTT,,False,,,False,,False,,,,,,8,1.53,0.0,False
ISOU,,False,,,False,,False,,,,,,8,1.4,0.0,False
MITK,,False,,,False,,False,,,,,,8,1.35,0.0,False
NPKI,,False,,,False,,False,,,,,,8,1.3,0.0,False
NWPX,,False,,,False,,False,,,,,,8,1.35,0.0,False
PARR,,False,,,False,,False,,,,,,8,1.18,0.0,False
PKE,,False,,,False,,False,,,,,,8,1.33,0.0,False
TPB,,False,,,False,,False,,,,,,8,1.29,0.0,False
TRMD,,False,,,False,,False,,,,,,8,1.35,0.0,False
WF,,False,,,False,,False,,,,,,8,1.3,0.0,False
ARQT,,False,,,False,,False,,,,,,7,1.64,0.0,False
CMDB,,False,,,False,,False,,,,,,,,0.0,False
ASC,,False,,,False,,False,,,,,,8,1.33,0.0,False
CTRI,,False,,,False,,False,,,,,,8,1.38,0.0,False
CMRE,,False,,,False,,False,,,,,,8,1.43,0.0,False
DAKT,,False,,,False,,False,,,,,,8,1.39,0.0,False
EWTX,,False,,,False,,False,,,,,,8,1.95,0.0,False
IBP,,False,,,False,,False,,,,,,8,1.17,0.0,False
MYRG,,False,,,False,,False,,,,,,8,1.33,0.0,False
OII,,False,,,False,,False,,,,,,8,1.36,0.0,False
RCUS,,False,,,False,,False,,,,,,7,1.81,0.0,False
TSAT,,False,,,False,,False,,,,,,8,1.41,0.0,False
TWST,,False,,,False,,False,,,,,,7,1.66,0.0,False
VSEC,,False,,,False,,False,,,,,,8,1.32,0.0,False
AAMI,,False,,,False,,False,,,,,,7,0.99,0.0,False
ALGT,,False,,,False,,False,,,,,,8,1.54,0.0,False
ASTE,,False,,,False,,False,,,,,,8,1.25,0.0,False
DBD,,False,,,False,,False,,,,,,8,1.21,0.0,False
CGNX,,False,,,False,,False,,,,,,8,1.17,0.0,False
DXPE,,False,,,False,,False,,,,,,8,1.04,0.0,False
EE,,False,,,False,,False,,,,,,8,1.53,0.0,False
IMVT,,False,,,False,,False,,,,,,8,1.76,0.0,False
KB,,False,,,False,,False,,,,,,8,1.3,0.0,False
LGCY,,False,,,False,,False,,,,,,8,1.04,0.0,False
LFUS,,False,,,False,,False,,,,,,8,1.26,0.0,False
MPWR,,False,,,False,,False,,,,,,8,1.26,0.0,False
OUT,,False,,,False,,False,,,,,,8,1.49,0.0,False
REZI,,False,,,False,,False,,,,,,8,1.06,0.0,False
VRDN,,False,,,False,,False,,,,,,7,1.5,0.0,False
VTRS,,False,,,False,,False,,,,,,8,1.36,0.0,False
AES,,False,,,False,,False,,,,,,8,1.24,0.0,False
AMRX,,False,,,False,,False,,,,,,8,1.36,0.0,False
CC,,False,,,False,,False,,,,,,8,1.15,0.0,False
IMAX,,False,,,False,,False,,,,,,8,1.4,0.0,False
LBRX,,False,,,False,,False,,,,,,,,0.0,False
INVX,,False,,,False,,False,,,,,,8,1.44,0.0,False
LXU,,False,,,False,,False,,,,,,8,1.3,0.0,False
LHX,,False,,,False,,False,,,,,,8,1.25,0.0,False
NGVT,,False,,,False,,False,,,,,,8,1.17,0.0,False
NVAX,,False,,,False,,False,,,,,,8,1.26,0.0,False
Q,,False,,,False,,False,,,,,,,,0.0,False
PHIN,,False,,,False,,False,,,,,,8,1.17,0.0,False
PCVX,,False,,,False,,False,,,,,,8,1.89,0.0,False
OSK,,False,,,False,,False,,,,,,8,1.13,0.0,False
QXO,,False,,,False,,False,,,,,,8,1.07,0.0,False
TBPH,,False,,,False,,False,,,,,,7,1.23,0.0,False
APA,,False,,,False,,False,,,,,,8,1.27,0.0,False
HCC,,False,,,False,,False,,,,,,7,1.33,0.0,False
JOE,,False,,,False,,False,,,,,,8,1.34,0.0,False
NAMS,,False,,,False,,False,,,,,,8,1.39,0.0,False
NXST,,False,,,False,,False,,,,,,8,1.19,0.0,False
ON,,False,,,False,,False,,,,,,8,1.23,0.0,False
SEI,,False,,,False,,False,,,,,,7,1.48,0.0,False
SNDX,,False,,,False,,False,,,,,,8,1.25,0.0,False
SUPN,,False,,,False,,False,,,,,,8,1.13,0.0,False
TRDA,,False,,,False,,False,,,,,,8,1.99,0.0,False
WLK,,False,,,False,,False,,,,,,8,1.16,0.0,False
BEAM,,False,,,False,,False,,,,,,7,1.59,0.0,False
CYTK,,False,,,False,,False,,,,,,7,1.57,0.0,False
ECVT,,False,,,False,,False,,,,,,8,1.16,0.0,False
GOLF,,False,,,False,,False,,,,,,8,1.26,0.0,False
JAZZ,,False,,,False,,False,,,,,,8,1.42,0.0,False
LGND,,False,,,False,,False,,,,,,8,1.17,0.0,False
LIVN,,False,,,False,,False,,,,,,8,1.2,0.0,False
NATL,,False,,,False,,False,,,,,,8,1.05,0.0,False
SENEA,,False,,,False,,False,,,,,,8,1.16,0.0,False
UTHR,,False,,,False,,False,,,,,,8,1.54,0.0,False
BKV,,False,,,False,,False,,,,,,8,1.26,0.0,False
CLDX,,False,,,False,,False,,,,,,8,1.26,0.0,False
EGBN,,False,,,False,,False,,,,,,8,1.24,0.0,False
SFST,,False,,,False,,False,,,,,,8,1.16,0.0,False
VTOL,,False,,,False,,False,,,,,,8,1.17,0.0,False
